"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_id","gene_symbol"
9.03423585776797e-08,1.03863189293995,0.326,0.152,0.00304399542991634,"13","ENSG00000225663","ENSG00000225663","FAM195B"
9.14360500807975e-08,1.40362445481992,0.22,0.08,0.00308084627142239,"13","ENSG00000054523","ENSG00000054523","KIF1B"
1.00328033090383e-07,1.24242330250702,0.301,0.148,0.00338045274694738,"13","ENSG00000173692","ENSG00000173692","PSMD1"
1.03478785640518e-07,0.663710534211924,0.283,0.14,0.0034866142033716,"13","ENSG00000188290","ENSG00000188290","HES4"
1.04367110347422e-07,1.05970427455403,0.214,0.09,0.00351654541604605,"13","ENSG00000152684","ENSG00000152684","PELO"
1.046378423831e-07,0.899513860371401,0.511,0.383,0.00352566746125616,"13","ENSG00000099860","ENSG00000099860","GADD45B"
1.0930279004227e-07,1.18152987626816,0.251,0.133,0.00368284820768425,"13","ENSG00000155876","ENSG00000155876","RRAGA"
1.09977354436465e-07,0.555179232448376,0.599,0.383,0.00370557698038226,"13","ENSG00000164713","ENSG00000164713","BRI3"
1.10524056436535e-07,0.858096048283138,0.236,0.103,0.0037239975575726,"13","ENSG00000205189","ENSG00000205189","ZBTB10"
1.11888431705629e-07,1.11916698334307,0.202,0.08,0.00376996881788946,"13","ENSG00000074603","ENSG00000074603","DPP8"
1.1421591576412e-07,1.00548624210119,0.297,0.147,0.00384839106575626,"13","ENSG00000115756","ENSG00000115756","HPCAL1"
1.14830354150881e-07,1.04461399701256,0.253,0.132,0.00386909395275979,"13","ENSG00000004700","ENSG00000004700","RECQL"
1.16156776238651e-07,0.71917830022341,0.261,0.159,0.0039137864185851,"13","ENSG00000188486","ENSG00000188486","H2AFX"
1.18033489679422e-07,1.12146699137463,0.236,0.117,0.00397702040125845,"13","ENSG00000100934","ENSG00000100934","SEC23A"
1.18626899877043e-07,1.08950107136777,0.275,0.127,0.00399701476445707,"13","ENSG00000196591","ENSG00000196591","HDAC2"
1.20623449898286e-07,2.30314009075815,0.224,0.053,0.00406428652087285,"13","ENSG00000168994","ENSG00000168994","PXDC1"
1.2771795673039e-07,0.810584709548221,0.308,0.147,0.00430332883407377,"13","ENSG00000196428","ENSG00000196428","TSC22D2"
1.30309196511409e-07,1.00888845730391,0.257,0.109,0.0043906380672554,"13","ENSG00000064932","ENSG00000064932","SBNO2"
1.33280563501427e-07,0.890084610842046,0.263,0.127,0.00449075530661709,"13","ENSG00000089916","ENSG00000089916","GPATCH2L"
1.35223250639627e-07,0.515943354817031,0.613,0.468,0.00455621220705159,"13","ENSG00000089327","ENSG00000089327","FXYD5"
1.36356346415142e-07,1.25525648648454,0.212,0.079,0.0045943907361118,"13","ENSG00000015171","ENSG00000015171","ZMYND11"
1.37284382109167e-07,0.794677888425791,0.257,0.133,0.00462565997078626,"13","ENSG00000117758","ENSG00000117758","STX12"
1.53443437010738e-07,1.00159175346494,0.238,0.119,0.00517012316663982,"13","ENSG00000106460","ENSG00000106460","TMEM106B"
1.67037378699385e-07,0.673767985199728,0.34,0.215,0.00562815743789706,"13","ENSG00000162585","ENSG00000162585","FAAP20"
1.68959742293514e-07,1.00145066158684,0.271,0.132,0.00569292955683767,"13","ENSG00000109689","ENSG00000109689","STIM2"
1.75973259904055e-07,0.999578030409903,0.47,0.268,0.00592924301920722,"13","ENSG00000197694","ENSG00000197694","SPTAN1"
1.7651590026217e-07,1.31637008198094,0.22,0.073,0.00594752674343354,"13","ENSG00000109436","ENSG00000109436","TBC1D9"
1.80408174901028e-07,0.645488934516194,0.206,0.088,0.00607867304511523,"13","ENSG00000119669","ENSG00000119669","IRF2BPL"
1.80561659130875e-07,1.00380589334473,0.261,0.136,0.00608384454275571,"13","ENSG00000107874","ENSG00000107874","CUEDC2"
1.81941750237297e-07,0.54159647027535,0.446,0.313,0.0061303453324955,"13","ENSG00000233016","ENSG00000233016","SNHG7"
1.91216305885176e-07,0.869603459220565,0.267,0.141,0.00644284221049512,"13","ENSG00000086589","ENSG00000086589","RBM22"
1.94487911210452e-07,0.396694000211726,0.507,0.351,0.00655307568032499,"13","ENSG00000184897","ENSG00000184897","H1FX"
1.97939309614762e-07,1.43178077709617,0.212,0.093,0.00666936709815978,"13","ENSG00000183020","ENSG00000183020","AP2A2"
2.01933545138905e-07,0.493782414007431,0.426,0.307,0.00680394886991027,"13","ENSG00000099901","ENSG00000099901","RANBP1"
2.03074900025387e-07,1.02684670678324,0.369,0.207,0.00684240568145538,"13","ENSG00000197102","ENSG00000197102","DYNC1H1"
2.05550670778642e-07,1.36642749725492,0.214,0.094,0.00692582430121555,"13","ENSG00000196576","ENSG00000196576","PLXNB2"
2.08429519074188e-07,0.82601625808464,0.521,0.339,0.00702282421568569,"13","ENSG00000172270","ENSG00000172270","BSG"
2.10308999487668e-07,0.670716174050198,0.281,0.154,0.00708615142873748,"13","ENSG00000144566","ENSG00000144566","RAB5A"
2.14510053653411e-07,0.746198613627358,0.283,0.187,0.00722770174779801,"13","ENSG00000099246","ENSG00000099246","RAB18"
2.20273917457817e-07,0.558710056006672,0.656,0.58,0.0074219093748237,"13","ENSG00000067560","ENSG00000067560","RHOA"
2.25924830415751e-07,1.01570211853952,0.257,0.137,0.00761231123602831,"13","ENSG00000141580","ENSG00000141580","WDR45B"
2.34494592471146e-07,0.814085650740437,0.314,0.165,0.00790106079872279,"13","ENSG00000134287","ENSG00000134287","ARF3"
2.3778670419317e-07,0.747487067720573,0.316,0.181,0.00801198521108468,"13","ENSG00000099385","ENSG00000099385","BCL7C"
2.38498024495337e-07,0.87419824383422,0.462,0.269,0.00803595243734589,"13","ENSG00000128951","ENSG00000128951","DUT"
2.38570006321721e-07,0.787783513394388,0.285,0.128,0.00803837779300405,"13","ENSG00000185022","ENSG00000185022","MAFF"
2.44264616436791e-07,1.05251715568028,0.32,0.177,0.00823025198622124,"13","ENSG00000130175","ENSG00000130175","PRKCSH"
2.59417100256046e-07,1.03534772111357,0.434,0.268,0.00874079977602722,"13","ENSG00000105438","ENSG00000105438","KDELR1"
2.6410785815923e-07,0.912421822407251,0.332,0.163,0.00889885017281711,"13","ENSG00000160271","ENSG00000160271","RALGDS"
2.66573183913252e-07,1.16506014466934,0.308,0.156,0.00898191685877311,"13","ENSG00000007080","ENSG00000007080","CCDC124"
2.75562902251567e-07,1.01522869912993,0.263,0.133,0.00928481642846429,"13","ENSG00000122873","ENSG00000122873","CISD1"
2.84373515393774e-07,0.820433758049663,0.654,0.532,0.00958168122767781,"13","ENSG00000160888","ENSG00000160888","IER2"
2.84426511134288e-07,0.4849298285857,0.609,0.46,0.00958346686615869,"13","ENSG00000125740","ENSG00000125740","FOSB"
2.89647570145666e-07,1.337742198614,0.259,0.114,0.00975938522848806,"13","ENSG00000108100","ENSG00000108100","CCNY"
2.90371810961993e-07,0.895038509973943,0.316,0.139,0.0097837877985534,"13","ENSG00000141562","ENSG00000141562","NARF"
2.91562537240226e-07,0.966859179587295,0.291,0.156,0.00982390812977218,"13","ENSG00000113068","ENSG00000113068","PFDN1"
2.98556542541292e-07,0.77251731085515,0.42,0.268,0.0100595641443863,"13","ENSG00000198898","ENSG00000198898","CAPZA2"
3.03984387714637e-07,1.23427421791908,0.287,0.125,0.010242449959657,"13","ENSG00000153879","ENSG00000153879","CEBPG"
3.06233752774028e-07,1.00433949547338,0.238,0.12,0.0103182400659681,"13","ENSG00000198612","ENSG00000198612","COPS8"
3.13805193102927e-07,1.18959287611253,0.206,0.093,0.01057335217641,"13","ENSG00000145919","ENSG00000145919","BOD1"
3.24970106152924e-07,0.82924121386541,0.279,0.139,0.0109495427567166,"13","ENSG00000077238","ENSG00000077238","IL4R"
3.2935268137678e-07,1.06705874607517,0.297,0.135,0.0110972092463092,"13","ENSG00000168172","ENSG00000168172","HOOK3"
3.32147212069199e-07,1.20185331082459,0.383,0.215,0.0111913681634596,"13","ENSG00000198833","ENSG00000198833","UBE2J1"
3.35531674662439e-07,0.784868108447733,0.299,0.177,0.0113054042460762,"13","ENSG00000100528","ENSG00000100528","CNIH1"
3.43806280578302e-07,1.06437478303697,0.224,0.098,0.0115842088178053,"13","ENSG00000116786","ENSG00000116786","PLEKHM2"
3.48287072585612e-07,0.641495834290547,0.295,0.178,0.0117351846236996,"13","ENSG00000159069","ENSG00000159069","FBXW5"
3.51272300418288e-07,0.634715970131132,0.297,0.167,0.0118357688902938,"13","ENSG00000158092","ENSG00000158092","NCK1"
3.58106209621165e-07,0.930505421203992,0.24,0.102,0.0120660306269755,"13","ENSG00000176853","ENSG00000176853","FAM91A1"
3.59246374693115e-07,0.457100681725748,0.501,0.391,0.0121044473489098,"13","ENSG00000140612","ENSG00000140612","SEC11A"
3.61758655290478e-07,1.25685200441669,0.379,0.217,0.0121890961313574,"13","ENSG00000167397","ENSG00000167397","VKORC1"
4.12290518996954e-07,0.686604280966708,0.314,0.175,0.0138917167470834,"13","ENSG00000108061","ENSG00000108061","SHOC2"
4.21540945788375e-07,0.642583057944938,0.576,0.419,0.0142034006273935,"13","ENSG00000105404","ENSG00000105404","RABAC1"
4.27496041693531e-07,0.499288872414376,0.682,0.564,0.0144040516288218,"13","ENSG00000135940","ENSG00000135940","COX5B"
4.32730988925691e-07,0.816915135311928,0.299,0.191,0.0145804379408622,"13","ENSG00000100764","ENSG00000100764","PSMC1"
4.32941022538478e-07,1.35999228443704,0.295,0.137,0.0145875148134115,"13","ENSG00000063245","ENSG00000063245","EPN1"
4.56861051953878e-07,0.626371524784827,0.297,0.171,0.015393476284534,"13","ENSG00000113742","ENSG00000113742","CPEB4"
