"gene_id","gene_symbol","ENTREZID","cell_type","rank_stat"
"ENSG00000119953","SMNDC1","10285","B_cells",-0.0228042198791007
"ENSG00000007202","KIAA0100","9703","B_cells",-0.0229528868202166
"ENSG00000088387","DOCK9","23348","B_cells",-0.0232900982166842
"ENSG00000119414","PPP6C","5537","B_cells",-0.0234189543041011
"ENSG00000273723","RP11-93H24.3","116435302","B_cells",-0.0241148781369192
"ENSG00000163320","CGGBP1","8545","B_cells",-0.0247584207256013
"ENSG00000173812","EIF1","10209","B_cells",-0.024819759623816
"ENSG00000146247","PHIP","55023","B_cells",-0.0251679358167168
"ENSG00000077044","DGKD","8527","B_cells",-0.0252601527988411
"ENSG00000198742","SMURF1","57154","B_cells",-0.025468607372076
"ENSG00000147687","TATDN1","83940","B_cells",-0.0258357822274989
"ENSG00000145337","PYURF","100996939","B_cells",-0.0272915215544447
"ENSG00000132603","NIP7","51388","B_cells",-0.0273513237266691
"ENSG00000213625","LEPROT","54741","B_cells",-0.0279824494019666
"ENSG00000140853","NLRC5","84166","B_cells",-0.0280798554613032
"ENSG00000046651","OFD1","8481","B_cells",-0.0281253495142528
"ENSG00000163866","SMIM12","113444","B_cells",-0.0288710286206327
"ENSG00000113318","MSH3","4437","B_cells",-0.02983679834708
"ENSG00000135976","ANKRD36","375248","B_cells",-0.0304615345588553
"ENSG00000138434","SSFA2","6744","B_cells",-0.0307996246892457
"ENSG00000183431","SF3A3","10946","B_cells",-0.0308704496500592
"ENSG00000164902","PHAX","51808","B_cells",-0.0309416293308604
"ENSG00000092108","SCFD1","23256","B_cells",-0.0312331339513425
"ENSG00000213221","DNLZ","728489","B_cells",-0.0313167170260204
"ENSG00000123131","PRDX4","10549","B_cells",-0.0313744402092497
"ENSG00000109189","USP46","64854","B_cells",-0.0314434947403905
"ENSG00000180448","HMHA1","23526","B_cells",-0.0321667072706356
"ENSG00000167578","RAB4B","53916","B_cells",-0.0323888019952359
"ENSG00000023041","ZDHHC6","64429","B_cells",-0.0326188579668221
"ENSG00000188958","UTS2B","257313","B_cells",-0.0326909720696261
"ENSG00000197885","NKIRAS1","28512","B_cells",-0.0329018654892137
"ENSG00000132676","DAP3","7818","B_cells",-0.0330110036711757
"ENSG00000107614","TRDMT1","1787","B_cells",-0.0330245913326675
"ENSG00000128039","SRD5A3","79644","B_cells",-0.0335399698392405
"ENSG00000131100","ATP6V1E1","529","B_cells",-0.0337177986006097
"ENSG00000114857","NKTR","4820","B_cells",-0.0338194956725851
"ENSG00000103995","CEP152","22995","B_cells",-0.0343007267785704
"ENSG00000135297","MTO1","25821","B_cells",-0.0347566058550355
"ENSG00000165055","METTL2B","55798","B_cells",-0.0352233089588441
"ENSG00000103260","METRN","79006","B_cells",-0.0353866784534491
"ENSG00000137074","APTX","54840","B_cells",-0.0354910899896138
"ENSG00000113141","IK","3550","B_cells",-0.0365978242249854
"ENSG00000167996","FTH1","2495","B_cells",-0.0367976947253412
"ENSG00000166165","CKB","1152","B_cells",-0.0369412479668421
"ENSG00000150433","TMEM218","219854","B_cells",-0.0369470326972266
"ENSG00000011638","TMEM159","57146","B_cells",-0.0373508647624855
"ENSG00000015568","RGPD5","84220","B_cells",-0.0374645412501322
"ENSG00000100364","KIAA0930","23313","B_cells",-0.037824916574164
"ENSG00000168575","SLC20A2","6575","B_cells",-0.0384636469452872
"ENSG00000160271","RALGDS","5900","B_cells",-0.039068392935897
"ENSG00000157106","SMG1","23049","B_cells",-0.0393337272889717
"ENSG00000196235","SUPT5H","6829","B_cells",-0.0394506244121878
"ENSG00000099308","MAST3","23031","B_cells",-0.0394705271258537
"ENSG00000140718","FTO","79068","B_cells",-0.0403480176970296
"ENSG00000133114","GPALPP1","55425","B_cells",-0.0410643112099233
"ENSG00000196458","ZNF605","100289635","B_cells",-0.0413042435691148
"ENSG00000137497","NUMA1","4926","B_cells",-0.041584192088985
"ENSG00000145476","CYP4V2","285440","B_cells",-0.0420036036067625
"ENSG00000160209","PDXK","8566","B_cells",-0.042113482263436
"ENSG00000136935","GOLGA1","2800","B_cells",-0.042390262523371
"ENSG00000125676","THOC2","57187","B_cells",-0.0429204015478803
"ENSG00000114850","SSR3","6747","B_cells",-0.0432273892940324
"ENSG00000132376","INPP5K","51763","B_cells",-0.043613156989401
"ENSG00000159720","ATP6V0D1","9114","B_cells",-0.0436689011079644
"ENSG00000276903","HIST1H2AL","8332","B_cells",-0.0439482999025674
"ENSG00000148484","RSU1","6251","B_cells",-0.0447268613193247
"ENSG00000082438","COBLL1","22837","B_cells",-0.0448103345034174
"ENSG00000147679","UTP23","84294","B_cells",-0.045770088406684
"ENSG00000204439","C6orf47","57827","B_cells",-0.0462535091403651
"ENSG00000250903","GMDS-AS1","100508120","B_cells",-0.0466291168731722
"ENSG00000099992","TBC1D10A","83874","B_cells",-0.0467925935410256
"ENSG00000198561","CTNND1","1500","B_cells",-0.047220873545999
"ENSG00000113387","SUB1","10923","B_cells",-0.0474901062632365
"ENSG00000108175","ZMIZ1","57178","B_cells",-0.0476754337990226
"ENSG00000153814","JAZF1","221895","B_cells",-0.0479799237748496
"ENSG00000251022","THAP9-AS1","100499177","B_cells",-0.0486271556838858
"ENSG00000148572","NRBF2","29982","B_cells",-0.0503019371864713
"ENSG00000100483","VCPKMT","79609","B_cells",-0.0504380469913132
"ENSG00000104951","IL4I1","259307","B_cells",-0.0504789370417012
"ENSG00000118246","FASTKD2","22868","B_cells",-0.0505334303304769
"ENSG00000117298","ECE1","1889","B_cells",-0.0505935527304834
"ENSG00000095574","IKZF5","64376","B_cells",-0.0510056873009981
"ENSG00000273559","CWC25","54883","B_cells",-0.0514276617249493
"ENSG00000173992","CCS","9973","B_cells",-0.0517572879735739
"ENSG00000180479","ZNF571","51276","B_cells",-0.0517704000895068
"ENSG00000166289","PLEKHF1","79156","B_cells",-0.0520745794167523
"ENSG00000124641","MED20","9477","B_cells",-0.0526912595844144
"ENSG00000137876","RSL24D1","51187","B_cells",-0.052854656946612
"ENSG00000164080","RAD54L2","23132","B_cells",-0.053067234633435
"ENSG00000164815","ORC5","5001","B_cells",-0.0533332589216726
"ENSG00000120868","APAF1","317","B_cells",-0.0534313076090951
"ENSG00000109111","SUPT6H","6830","B_cells",-0.0540751836122071
"ENSG00000214293","APTR","100505854","B_cells",-0.0542903618433617
"ENSG00000106261","ZKSCAN1","7586","B_cells",-0.0547482620916965
"ENSG00000120875","DUSP4","1846","B_cells",-0.0547815861448781
"ENSG00000121897","LIAS","11019","B_cells",-0.0548422052385552
"ENSG00000103249","CLCN7","1186","B_cells",-0.0551453342054722
"ENSG00000076043","REXO2","25996","B_cells",-0.0553593656891527
"ENSG00000205302","SNX2","6643","B_cells",-0.0555327661076732
"ENSG00000162236","STX5","6811","B_cells",-0.0555585851058161
"ENSG00000271858","CYB561D2","101928965","B_cells",-0.0555737700853562
"ENSG00000165525","NEMF","9147","B_cells",-0.0559880081991935
"ENSG00000028528","SNX1","6642","B_cells",-0.0560586705929177
"ENSG00000138764","CCNG2","901","B_cells",-0.0561927807114801
"ENSG00000155463","OXA1L","5018","B_cells",-0.0564327284378233
"ENSG00000153140","CETN3","1070","B_cells",-0.056953551256334
"ENSG00000122566","HNRNPA2B1","3181","B_cells",-0.0573607041009621
"ENSG00000172954","LCLAT1","253558","B_cells",-0.0574682451565401
"ENSG00000130150","MOSPD2","158747","B_cells",-0.0579066547978902
"ENSG00000198521","ZNF43","7594","B_cells",-0.0585481835747573
"ENSG00000111224","PARP11","57097","B_cells",-0.0587740717912546
"ENSG00000066322","ELOVL1","64834","B_cells",-0.0595039426783705
"ENSG00000168887","C2orf68","388969","B_cells",-0.0597020037369947
"ENSG00000101290","CDS2","8760","B_cells",-0.0599412169790129
"ENSG00000133028","SCO1","6341","B_cells",-0.0601647837390149
"ENSG00000160211","G6PD","2539","B_cells",-0.0604378079329736
"ENSG00000072415","MPP5","64398","B_cells",-0.0605258756495226
"ENSG00000035664","DAPK2","23604","B_cells",-0.0607277610560355
"ENSG00000160445","ZER1","10444","B_cells",-0.0608122812391045
"ENSG00000115207","GTF3C2","2976","B_cells",-0.0608151541193816
"ENSG00000083720","OXCT1","5019","B_cells",-0.0612584681485365
"ENSG00000175110","MRPS22","56945","B_cells",-0.0612799651980496
"ENSG00000075856","SART3","9733","B_cells",-0.0617603876745448
"ENSG00000179583","CIITA","4261","B_cells",-0.0621545713382224
"ENSG00000090447","TFAP4","7023","B_cells",-0.0622270401984094
"ENSG00000171861","RNMTL1","55178","B_cells",-0.0623272786958404
"ENSG00000104960","PTOV1","53635","B_cells",-0.0623333166032894
"ENSG00000198964","SGMS1","259230","B_cells",-0.062351846569453
"ENSG00000172534","HCFC1","3054","B_cells",-0.0626680372658012
"ENSG00000144357","UBR3","130507","B_cells",-0.0633110029312846
"ENSG00000104870","FCGRT","2217","B_cells",-0.063339172282057
"ENSG00000131503","ANKHD1","54882","B_cells",-0.0636385426351477
"ENSG00000118564","FBXL5","26234","B_cells",-0.0649590519558141
"ENSG00000131323","TRAF3","7187","B_cells",-0.0649802494467097
"ENSG00000198042","MAK16","84549","B_cells",-0.064983606810696
"ENSG00000164164","OTUD4","54726","B_cells",-0.0650238781813195
"ENSG00000170473","PYM1","84305","B_cells",-0.0650318718726822
"ENSG00000075336","TIMM21","29090","B_cells",-0.0658824852962197
"ENSG00000162971","TYW5","129450","B_cells",-0.0660127222687264
"ENSG00000159921","GNE","10020","B_cells",-0.0662256962791465
"ENSG00000105248","CCDC94","55702","B_cells",-0.066764302411641
"ENSG00000125651","GTF2F1","2962","B_cells",-0.0669714880398196
"ENSG00000168591","TMUB2","79089","B_cells",-0.0673924593047351
"ENSG00000197283","SYNGAP1","8831","B_cells",-0.067399208419053
"ENSG00000065183","WDR3","10885","B_cells",-0.0677524332819385
"ENSG00000203485","INF2","64423","B_cells",-0.0677864912733758
"ENSG00000089127","OAS1","4938","B_cells",-0.0680012288212734
"ENSG00000275835","TUBGCP5","114791","B_cells",-0.0683602344074839
"ENSG00000185115","NSMCE3","56160","B_cells",-0.0687946297963761
"ENSG00000011132","APBA3","9546","B_cells",-0.0689465917416127
"ENSG00000236104","ZBTB22","9278","B_cells",-0.0690468909719898
"ENSG00000089335","ZNF302","55900","B_cells",-0.0695543461662683
"ENSG00000231507","LINC01353","100506775","B_cells",-0.0696111008963249
"ENSG00000168175","MAPK1IP1L","93487","B_cells",-0.0699948785440396
"ENSG00000163527","STT3B","201595","B_cells",-0.0710659364527709
"ENSG00000164332","UBLCP1","134510","B_cells",-0.0713733611831058
"ENSG00000108179","PPIF","10105","B_cells",-0.0717686463899494
"ENSG00000101782","RIOK3","8780","B_cells",-0.071867538220528
"ENSG00000137274","BPHL","670","B_cells",-0.0720015688304251
"ENSG00000186469","GNG2","54331","B_cells",-0.0720157568144142
"ENSG00000174243","DDX23","9416","B_cells",-0.0722902950567261
"ENSG00000100027","YPEL1","29799","B_cells",-0.0723418410522309
"ENSG00000110031","LPXN","9404","B_cells",-0.0724035184395438
"ENSG00000163468","CCT3","7203","B_cells",-0.0730982370069491
"ENSG00000087299","L2HGDH","79944","B_cells",-0.074125963839587
"ENSG00000047230","CTPS2","56474","B_cells",-0.0745312618926737
"ENSG00000111801","BTN3A3","10384","B_cells",-0.0750349840491691
"ENSG00000123353","ORMDL2","29095","B_cells",-0.0750687268956446
"ENSG00000198825","INPP5F","22876","B_cells",-0.076057065054813
"ENSG00000155158","TTC39B","158219","B_cells",-0.0763033257331526
"ENSG00000185122","HSF1","3297","B_cells",-0.0764332154949939
"ENSG00000011590","ZBTB32","27033","B_cells",-0.0765066432227552
"ENSG00000229117","RPL41","6171","B_cells",-0.0768093763700709
"ENSG00000146350","TBC1D32","221322","B_cells",-0.077217616102168
"ENSG00000183291","SEP15","9403","B_cells",-0.07732992935926
"ENSG00000068383","INPP5A","3632","B_cells",-0.077970976066606
"ENSG00000127022","CANX","821","B_cells",-0.0780721722132108
"ENSG00000125863","MKKS","8195","B_cells",-0.078150594033233
"ENSG00000189042","ZNF567","163081","B_cells",-0.0782019355747005
"ENSG00000136104","RNASEH2B","79621","B_cells",-0.0784469342808427
"ENSG00000198860","TSEN15","116461","B_cells",-0.0784634008773261
"ENSG00000092203","TOX4","9878","B_cells",-0.0785403676096916
"ENSG00000113558","SKP1","6500","B_cells",-0.078761724055857
"ENSG00000233308","OSTN-AS1","106480738","B_cells",-0.0791604545221055
"ENSG00000131381","RBSN","64145","B_cells",-0.079210446846954
"ENSG00000133103","COG6","57511","B_cells",-0.079279346123169
"ENSG00000180398","MCFD2","90411","B_cells",-0.0799184031392936
"ENSG00000152147","GEMIN6","79833","B_cells",-0.0800914035596745
"ENSG00000139990","DCAF5","8816","B_cells",-0.0803040454967663
"ENSG00000091527","CDV3","55573","B_cells",-0.0805793073526261
"ENSG00000169519","METTL15","196074","B_cells",-0.0807186171728286
"ENSG00000138279","ANXA7","310","B_cells",-0.0807343200320497
"ENSG00000122545","SEPT7","989","B_cells",-0.0807555451075752
"ENSG00000062598","ELMO2","63916","B_cells",-0.081415931145976
"ENSG00000213465","ARL2","402","B_cells",-0.0815217035774022
"ENSG00000245937","LINC01184","644873","B_cells",-0.0818268924832465
"ENSG00000198270","TMEM116","89894","B_cells",-0.0819265867816077
"ENSG00000145649","GZMA","3001","B_cells",-0.0823139265623949
"ENSG00000130175","PRKCSH","5589","B_cells",-0.0824011795584738
"ENSG00000196290","NIF3L1","60491","B_cells",-0.0827715631128644
"ENSG00000119777","TMEM214","54867","B_cells",-0.0834984318373589
"ENSG00000198932","GPRASP1","9737","B_cells",-0.0835088145986556
"ENSG00000168803","ADAL","161823","B_cells",-0.0841081337330262
"ENSG00000108469","RECQL5","9400","B_cells",-0.0841347134200511
"ENSG00000248309","MEF2C-AS1","101929423","B_cells",-0.0861038623351683
"ENSG00000108651","UTP6","55813","B_cells",-0.0862501223859408
"ENSG00000139182","CLSTN3","9746","B_cells",-0.0869333849551749
"ENSG00000113460","BRIX1","55299","B_cells",-0.0871609232381089
"ENSG00000060749","QSER1","79832","B_cells",-0.0872550973446268
"ENSG00000185000","DGAT1","8694","B_cells",-0.0873598704558117
"ENSG00000096433","ITPR3","3710","B_cells",-0.087782603386301
"ENSG00000104812","GYS1","2997","B_cells",-0.0878258343038633
"ENSG00000182903","ZNF721","170960","B_cells",-0.0878583021652991
"ENSG00000130475","FCHO1","23149","B_cells",-0.0880889338349593
"ENSG00000167967","E4F1","1877","B_cells",-0.0881894969121075
"ENSG00000065243","PKN2","5586","B_cells",-0.0883694864121079
"ENSG00000174173","TRMT10C","54931","B_cells",-0.0883920614334752
"ENSG00000168792","ABHD15","116236","B_cells",-0.088600610448755
"ENSG00000233276","GPX1","2876","B_cells",-0.0891337916100946
"ENSG00000171840","NINJ2","4815","B_cells",-0.089316955885331
"ENSG00000197858","GPAA1","8733","B_cells",-0.0894793881468737
"ENSG00000165209","STRBP","55342","B_cells",-0.0905795649783707
"ENSG00000143162","CREG1","8804","B_cells",-0.0906969986839343
"ENSG00000110719","TCIRG1","10312","B_cells",-0.0910495844597342
"ENSG00000135070","ISCA1","81689","B_cells",-0.0910900834679846
"ENSG00000136986","DERL1","79139","B_cells",-0.0911108379978333
"ENSG00000168813","ZNF507","22847","B_cells",-0.091327897089739
"ENSG00000173715","C11orf80","79703","B_cells",-0.0916872792288787
"ENSG00000141867","BRD4","23476","B_cells",-0.0925055209030938
"ENSG00000148154","UGCG","7357","B_cells",-0.0925941417956222
"ENSG00000139921","TMX1","81542","B_cells",-0.0930677691169796
"ENSG00000198160","MIER1","57708","B_cells",-0.0932386952486634
"ENSG00000182185","RAD51B","5890","B_cells",-0.0933068777201363
"ENSG00000076108","BAZ2A","11176","B_cells",-0.0936976729973179
"ENSG00000187555","USP7","7874","B_cells",-0.0937425691386683
"ENSG00000138029","HADHB","3032","B_cells",-0.0939099709677893
"ENSG00000111605","CPSF6","11052","B_cells",-0.0947067107725598
"ENSG00000047579","DTNBP1","84062","B_cells",-0.094873650297357
"ENSG00000024862","CCDC28A","25901","B_cells",-0.0957390162877302
"ENSG00000011405","PIK3C2A","5286","B_cells",-0.0958256588321939
"ENSG00000162032","SPSB3","90864","B_cells",-0.0958767942585757
"ENSG00000203710","CR1","1378","B_cells",-0.0958999365807973
"ENSG00000102309","PIN4","5303","B_cells",-0.0960786234966882
"ENSG00000165457","FOLR2","2350","B_cells",-0.0963026368138068
"ENSG00000161671","EMC10","284361","B_cells",-0.0963601606705819
"ENSG00000152558","TMEM123","114908","B_cells",-0.0964847139249742
"ENSG00000169118","CSNK1G1","53944","B_cells",-0.0967473305754837
"ENSG00000173706","HEG1","57493","B_cells",-0.0981152392703745
"ENSG00000196937","FAM3C","10447","B_cells",-0.0985170028196086
"ENSG00000094880","CDC23","8697","B_cells",-0.0988437538128897
"ENSG00000143951","WDPCP","51057","B_cells",-0.0992964468661681
"ENSG00000127666","TICAM1","148022","B_cells",-0.0995320684317644
"ENSG00000148843","PDCD11","22984","B_cells",-0.0995528147196012
"ENSG00000163930","BAP1","8314","B_cells",-0.0995939711285524
"ENSG00000150961","SEC24D","9871","B_cells",-0.099773553857585
"ENSG00000107625","DDX50","79009","B_cells",-0.0999803946410851
"ENSG00000111358","GTF2H3","2967","B_cells",-0.100491172047079
"ENSG00000133243","BTBD2","55643","B_cells",-0.100492997667705
"ENSG00000204070","SYS1","90196","B_cells",-0.100848162991986
"ENSG00000011260","UTP18","51096","B_cells",-0.101301552149638
"ENSG00000118007","STAG1","10274","B_cells",-0.101839271421118
"ENSG00000108509","CAMTA2","23125","B_cells",-0.102107826843974
"ENSG00000189046","ALKBH2","121642","B_cells",-0.102137801920325
"ENSG00000120158","RCL1","10171","B_cells",-0.102338629847865
"ENSG00000185101","ANO9","338440","B_cells",-0.102573382122773
"ENSG00000143878","RHOB","388","B_cells",-0.102739615622939
"ENSG00000005206","SPPL2B","56928","B_cells",-0.103090558526193
"ENSG00000198841","KTI12","112970","B_cells",-0.10349096482521
"ENSG00000147601","TERF1","7013","B_cells",-0.103600255387834
"ENSG00000136631","VPS45","11311","B_cells",-0.10419003476001
"ENSG00000130066","SAT1","6303","B_cells",-0.105300912658166
"ENSG00000105397","TYK2","7297","B_cells",-0.105405409599912
"ENSG00000163577","EIF5A2","56648","B_cells",-0.105605345784069
"ENSG00000179335","CLK3","1198","B_cells",-0.106156021845166
"ENSG00000105204","DYRK1B","9149","B_cells",-0.106227154102912
"ENSG00000162896","PIGR","5284","B_cells",-0.106266662426652
"ENSG00000181315","ZNF322","79692","B_cells",-0.106312897245419
"ENSG00000137713","PPP2R1B","5519","B_cells",-0.1065773342125
"ENSG00000092531","SNAP23","8773","B_cells",-0.107053669011464
"ENSG00000167261","DPEP2","64174","B_cells",-0.107090454329924
"ENSG00000137207","YIPF3","25844","B_cells",-0.107207386705794
"ENSG00000177302","TOP3A","7156","B_cells",-0.107549806671058
"ENSG00000130985","UBA1","7317","B_cells",-0.107758260960149
"ENSG00000204356","NELFE","7936","B_cells",-0.108506371565636
"ENSG00000068438","FTSJ1","24140","B_cells",-0.108569246200659
"ENSG00000151694","ADAM17","6868","B_cells",-0.108652820496281
"ENSG00000119718","EIF2B2","8892","B_cells",-0.108690711124633
"ENSG00000158615","PPP1R15B","84919","B_cells",-0.109325557849277
"ENSG00000167543","TP53I13","90313","B_cells",-0.109528357395438
"ENSG00000119711","ALDH6A1","4329","B_cells",-0.109767663382377
"ENSG00000166313","APBB1","322","B_cells",-0.110205351523942
"ENSG00000135932","CAB39","51719","B_cells",-0.110405017135348
"ENSG00000129680","MAP7D3","79649","B_cells",-0.110468074595064
"ENSG00000186918","ZNF395","55893","B_cells",-0.110569636147439
"ENSG00000075399","VPS9D1","9605","B_cells",-0.110917928222873
"ENSG00000162139","NEU3","10825","B_cells",-0.110927955794781
"ENSG00000081760","AACS","65985","B_cells",-0.11096095004445
"ENSG00000174485","DENND4A","10260","B_cells",-0.110971042828004
"ENSG00000136247","ZDHHC4","55146","B_cells",-0.111314868800604
"ENSG00000114388","NPRL2","10641","B_cells",-0.111384890397161
"ENSG00000116874","WARS2","10352","B_cells",-0.112166488607142
"ENSG00000160305","DIP2A","23181","B_cells",-0.112664999299123
"ENSG00000127720","METTL25","84190","B_cells",-0.112976996302683
"ENSG00000123338","NCKAP1L","3071","B_cells",-0.113707400126356
"ENSG00000120306","CYSTM1","84418","B_cells",-0.114276433487433
"ENSG00000100934","SEC23A","10484","B_cells",-0.11436912519002
"ENSG00000161929","SCIMP","388325","B_cells",-0.11480523809318
"ENSG00000232956","SNHG15","285958","B_cells",-0.1148689492445
"ENSG00000135272","MDFIC","29969","B_cells",-0.115044276689208
"ENSG00000166275","BORCS7","119032","B_cells",-0.115169088130504
"ENSG00000145996","CDKAL1","54901","B_cells",-0.115237314662706
"ENSG00000169372","CRADD","8738","B_cells",-0.115668622556721
"ENSG00000111727","HCFC2","29915","B_cells",-0.115780175035612
"ENSG00000162613","FUBP1","8880","B_cells",-0.11587259706697
"ENSG00000166619","BLCAP","10904","B_cells",-0.115937008799464
"ENSG00000165678","GHITM","27069","B_cells",-0.116383453108778
"ENSG00000186222","BLOC1S4","55330","B_cells",-0.116466742256793
"ENSG00000157212","PAXIP1","22976","B_cells",-0.116697589449952
"ENSG00000185088","RPS27L","51065","B_cells",-0.116959257463113
"ENSG00000239382","ALKBH6","84964","B_cells",-0.117002121823132
"ENSG00000167113","COQ4","51117","B_cells",-0.117003106530653
"ENSG00000124570","SERPINB6","5269","B_cells",-0.117052661469956
"ENSG00000197562","RAB40C","57799","B_cells",-0.117134315417343
"ENSG00000060339","CCAR1","55749","B_cells",-0.118343709241535
"ENSG00000196544","BORCS6","54785","B_cells",-0.118388841671311
"ENSG00000171766","GATM","2628","B_cells",-0.118449171211745
"ENSG00000165195","PIGA","5277","B_cells",-0.118464814122044
"ENSG00000051825","MPHOSPH9","10198","B_cells",-0.118549342680003
"ENSG00000125352","RNF113A","7737","B_cells",-0.11872638762533
"ENSG00000079819","EPB41L2","2037","B_cells",-0.118831717812321
"ENSG00000104613","INTS10","55174","B_cells",-0.118992223005222
"ENSG00000171862","PTEN","5728","B_cells",-0.119446494665156
"ENSG00000242028","HYPK","25764","B_cells",-0.119684684068122
"ENSG00000100395","L3MBTL2","83746","B_cells",-0.1200808093968
"ENSG00000171988","JMJD1C","221037","B_cells",-0.121495853329892
"ENSG00000111859","NEDD9","4739","B_cells",-0.121548008790072
"ENSG00000169288","MRPL1","65008","B_cells",-0.121839054913105
"ENSG00000129250","KIF1C","10749","B_cells",-0.122170879791172
"ENSG00000144040","SFXN5","94097","B_cells",-0.122232096392297
"ENSG00000132965","ALOX5AP","241","B_cells",-0.122259564769859
"ENSG00000156482","RPL30","6156","B_cells",-0.122275080327192
"ENSG00000066135","KDM4A","9682","B_cells",-0.122809057731148
"ENSG00000175768","TOMM5","401505","B_cells",-0.123006057613953
"ENSG00000085832","EPS15","2060","B_cells",-0.123045097902463
"ENSG00000133985","TTC9","23508","B_cells",-0.123146413282553
"ENSG00000008324","SS18L2","51188","B_cells",-0.123876209632884
"ENSG00000138801","PAPSS1","9061","B_cells",-0.124061647992907
"ENSG00000243811","APOBEC3D","140564","B_cells",-0.124664339993791
"ENSG00000185880","TRIM69","140691","B_cells",-0.124842246084734
"ENSG00000267040","RP11-35G9.3","100505549","B_cells",-0.124875639973882
"ENSG00000177830","CHID1","66005","B_cells",-0.125164350559393
"ENSG00000196504","PRPF40A","55660","B_cells",-0.125248202231661
"ENSG00000114767","RRP9","9136","B_cells",-0.12534391083178
"ENSG00000103174","NAGPA","51172","B_cells",-0.125592341759596
"ENSG00000198707","CEP290","80184","B_cells",-0.125713158378912
"ENSG00000112033","PPARD","5467","B_cells",-0.125740720862402
"ENSG00000107890","ANKRD26","22852","B_cells",-0.126245833934581
"ENSG00000135766","EGLN1","54583","B_cells",-0.126274671587302
"ENSG00000205937","RNPS1","10921","B_cells",-0.126453973982681
"ENSG00000188739","RBM34","23029","B_cells",-0.126626976486865
"ENSG00000133393","FOPNL","123811","B_cells",-0.127252355675192
"ENSG00000021574","SPAST","6683","B_cells",-0.127264320290443
"ENSG00000089123","TASP1","55617","B_cells",-0.127511201437881
"ENSG00000107864","CPEB3","22849","B_cells",-0.127531129424268
"ENSG00000196505","GDAP2","54834","B_cells",-0.128789251927864
"ENSG00000175155","YPEL2","388403","B_cells",-0.128972057268427
"ENSG00000273802","HIST1H2BG","8339","B_cells",-0.129096517653235
"ENSG00000005483","KMT2E","55904","B_cells",-0.129288026467253
"ENSG00000138435","CHRNA1","1134","B_cells",-0.129400733978676
"ENSG00000152620","NADK2","133686","B_cells",-0.130757612048163
"ENSG00000126903","SLC10A3","8273","B_cells",-0.131322302726756
"ENSG00000126464","PRR12","57479","B_cells",-0.13162353216766
"ENSG00000213339","QTRT1","81890","B_cells",-0.131910522257184
"ENSG00000170260","ZNF212","7988","B_cells",-0.132128268679814
"ENSG00000113282","CLINT1","9685","B_cells",-0.132194954517897
"ENSG00000115459","ELMOD3","84173","B_cells",-0.132286268561459
"ENSG00000147874","HAUS6","54801","B_cells",-0.132355221381805
"ENSG00000145882","PCYOX1L","78991","B_cells",-0.133451743177968
"ENSG00000161526","SAP30BP","29115","B_cells",-0.134574303331928
"ENSG00000135404","CD63","967","B_cells",-0.134873139710529
"ENSG00000109083","IFT20","90410","B_cells",-0.135629827679768
"ENSG00000055070","SZRD1","26099","B_cells",-0.136035979798669
"ENSG00000015676","NUDCD3","23386","B_cells",-0.136147472524328
"ENSG00000087206","UIMC1","51720","B_cells",-0.136147875878774
"ENSG00000135655","USP15","9958","B_cells",-0.136509624779601
"ENSG00000118873","RAB3GAP2","25782","B_cells",-0.136751511789595
"ENSG00000090554","FLT3LG","2323","B_cells",-0.137015951770976
"ENSG00000104687","GSR","2936","B_cells",-0.1374718017458
"ENSG00000172175","MALT1","10892","B_cells",-0.137570018683434
"ENSG00000170540","ARL6IP1","23204","B_cells",-0.137856727848954
"ENSG00000164088","PPM1M","132160","B_cells",-0.138352155252401
"ENSG00000116095","PLEKHA3","65977","B_cells",-0.138417448997591
"ENSG00000119383","PPP2R4","5524","B_cells",-0.138480827502583
"ENSG00000158195","WASF2","10163","B_cells",-0.139821596649259
"ENSG00000167766","ZNF83","55769","B_cells",-0.140098419850908
"ENSG00000165434","PGM2L1","283209","B_cells",-0.140310608611898
"ENSG00000166387","PPFIBP2","8495","B_cells",-0.141754907943569
"ENSG00000177311","ZBTB38","253461","B_cells",-0.141770177789288
"ENSG00000198712","MT-CO2","4513","B_cells",-0.142361030006577
"ENSG00000119396","RAB14","51552","B_cells",-0.142475482761774
"ENSG00000006530","AGK","55750","B_cells",-0.142947069975146
"ENSG00000254505","CHMP4A","29082","B_cells",-0.143480067486837
"ENSG00000182973","CNOT10","25904","B_cells",-0.143590136839899
"ENSG00000119929","CUTC","51076","B_cells",-0.144038927311115
"ENSG00000163964","PIGX","54965","B_cells",-0.144362083271454
"ENSG00000108389","MTMR4","9110","B_cells",-0.144541631467189
"ENSG00000137343","ATAT1","79969","B_cells",-0.144717581659565
"ENSG00000164543","STK17A","9263","B_cells",-0.145528113373707
"ENSG00000198793","MTOR","2475","B_cells",-0.145596525324742
"ENSG00000136940","PDCL","5082","B_cells",-0.145849228530535
"ENSG00000168071","CCDC88B","283234","B_cells",-0.145861805330247
"ENSG00000118960","HS1BP3","64342","B_cells",-0.146097490508125
"ENSG00000115806","GORASP2","26003","B_cells",-0.146421918622657
"ENSG00000117533","VAMP4","8674","B_cells",-0.146448192307173
"ENSG00000197818","SLC9A8","23315","B_cells",-0.146524319821073
"ENSG00000123349","PFDN5","5204","B_cells",-0.146561455777017
