"feature"
"ENSG00000187479"
"ENSG00000179674"
"ENSG00000205362"
"ENSG00000189334"
"ENSG00000105697"
"ENSG00000133392"
"ENSG00000106538"
"ENSG00000152583"
"ENSG00000211677"
"ENSG00000170421"
"ENSG00000136244"
"ENSG00000189143"
"ENSG00000251546"
"ENSG00000175183"
"ENSG00000163736"
"ENSG00000158825"
"ENSG00000163359"
"ENSG00000134817"
"ENSG00000185499"
"ENSG00000110944"
"ENSG00000057019"
"ENSG00000186081"
"ENSG00000211942"
"ENSG00000181885"
"ENSG00000169035"
"ENSG00000175315"
"ENSG00000162618"
"ENSG00000211972"
"ENSG00000175793"
"ENSG00000167779"
"ENSG00000276085"
"ENSG00000145384"
"ENSG00000163739"
"ENSG00000169194"
"ENSG00000171747"
"ENSG00000105388"
"ENSG00000276775"
"ENSG00000189058"
"ENSG00000272398"
"ENSG00000244187"
"ENSG00000101470"
"ENSG00000237643"
"ENSG00000021826"
"ENSG00000115457"
"ENSG00000130720"
"ENSG00000107562"
"ENSG00000141433"
"ENSG00000183734"
"ENSG00000162366"
"ENSG00000171345"
"ENSG00000116176"
"ENSG00000233041"
"ENSG00000108179"
"ENSG00000109255"
"ENSG00000259974"
"ENSG00000239975"
"ENSG00000112280"
"ENSG00000133063"
"ENSG00000163286"
"ENSG00000148671"
"ENSG00000206172"
"ENSG00000186832"
"ENSG00000100079"
"ENSG00000089356"
"ENSG00000112972"
"ENSG00000136235"
"ENSG00000111799"
"ENSG00000102854"
"ENSG00000053747"
"ENSG00000100181"
"ENSG00000007952"
"ENSG00000099194"
"ENSG00000065054"
"ENSG00000249196"
"ENSG00000070526"
"ENSG00000142871"
"ENSG00000142798"
"ENSG00000163661"
"ENSG00000100234"
"ENSG00000274576"
"ENSG00000179776"
"ENSG00000111537"
"ENSG00000130707"
"ENSG00000161798"
"ENSG00000065534"
"ENSG00000173702"
"ENSG00000258791"
"ENSG00000175426"
"ENSG00000137558"
"ENSG00000205364"
"ENSG00000177984"
"ENSG00000174059"
"ENSG00000267270"
"ENSG00000117472"
"ENSG00000164761"
"ENSG00000183463"
"ENSG00000250722"
"ENSG00000131747"
"ENSG00000275896"
"ENSG00000173432"
"ENSG00000108375"
"ENSG00000204616"
"ENSG00000095752"
"ENSG00000084636"
"ENSG00000164485"
"ENSG00000108342"
"ENSG00000134057"
"ENSG00000181649"
"ENSG00000155011"
"ENSG00000167244"
"ENSG00000119888"
"ENSG00000083782"
"ENSG00000168631"
"ENSG00000197614"
"ENSG00000253998"
"ENSG00000242766"
"ENSG00000276070"
"ENSG00000114115"
"ENSG00000196616"
"ENSG00000137563"
"ENSG00000117983"
"ENSG00000127324"
"ENSG00000167754"
"ENSG00000142627"
"ENSG00000268628"
"ENSG00000196260"
"ENSG00000109321"
"ENSG00000101335"
"ENSG00000127920"
"ENSG00000019169"
"ENSG00000125968"
"ENSG00000134871"
"ENSG00000106809"
"ENSG00000187513"
"ENSG00000136153"
"ENSG00000143387"
"ENSG00000115009"
"ENSG00000176907"
"ENSG00000041982"
"ENSG00000162407"
"ENSG00000119917"
"ENSG00000163993"
"ENSG00000188643"
"ENSG00000123610"
"ENSG00000122679"
"ENSG00000150687"
"ENSG00000064989"
"ENSG00000268621"
"ENSG00000176046"
"ENSG00000108688"
"ENSG00000205277"
"ENSG00000006606"
"ENSG00000154096"
"ENSG00000104918"
"ENSG00000211664"
"ENSG00000164035"
"ENSG00000104549"
"ENSG00000117724"
"ENSG00000123500"
"ENSG00000145649"
"ENSG00000204542"
"ENSG00000135094"
"ENSG00000162981"
"ENSG00000198643"
"ENSG00000120885"
"ENSG00000136960"
"ENSG00000197181"
"ENSG00000170231"
"ENSG00000102794"
"ENSG00000272763"
"ENSG00000154734"
"ENSG00000174640"
"ENSG00000134531"
"ENSG00000170290"
"ENSG00000113140"
"ENSG00000122641"
"ENSG00000156966"
"ENSG00000129009"
"ENSG00000085265"
"ENSG00000008394"
"ENSG00000185479"
"ENSG00000270164"
"ENSG00000131037"
"ENSG00000240563"
"ENSG00000010438"
"ENSG00000211946"
"ENSG00000103355"
"ENSG00000076706"
"ENSG00000163453"
"ENSG00000166741"
"ENSG00000159189"
"ENSG00000106333"
"ENSG00000142197"
"ENSG00000138772"
"ENSG00000157766"
"ENSG00000169894"
"ENSG00000173369"
"ENSG00000079112"
"ENSG00000128052"
"ENSG00000060718"
"ENSG00000277856"
"ENSG00000185745"
"ENSG00000167656"
"ENSG00000166592"
"ENSG00000105664"
"ENSG00000087245"
"ENSG00000087085"
"ENSG00000125775"
"ENSG00000276566"
"ENSG00000159251"
"ENSG00000165140"
"ENSG00000181617"
"ENSG00000109610"
"ENSG00000187193"
"ENSG00000135047"
"ENSG00000113525"
"ENSG00000173334"
"ENSG00000118526"
"ENSG00000110080"
"ENSG00000157613"
"ENSG00000158764"
"ENSG00000112116"
"ENSG00000101188"
"ENSG00000073737"
"ENSG00000168477"
"ENSG00000125538"
"ENSG00000122786"
"ENSG00000249992"
"ENSG00000130176"
"ENSG00000187955"
"ENSG00000125810"
"ENSG00000154639"
"ENSG00000101144"
"ENSG00000176435"
"ENSG00000148773"
"ENSG00000198467"
"ENSG00000275063"
"ENSG00000241244"
"ENSG00000186340"
"ENSG00000232629"
"ENSG00000102554"
"ENSG00000104368"
"ENSG00000136689"
"ENSG00000211448"
"ENSG00000224099"
"ENSG00000137801"
"ENSG00000101255"
"ENSG00000124635"
"ENSG00000169509"
"ENSG00000171105"
"ENSG00000138722"
"ENSG00000104327"
"ENSG00000135919"
"ENSG00000159200"
"ENSG00000188175"
"ENSG00000064205"
"ENSG00000265107"
"ENSG00000173372"
"ENSG00000129538"
"ENSG00000204632"
"ENSG00000206075"
"ENSG00000136872"
"ENSG00000205420"
"ENSG00000204262"
"ENSG00000169876"
"ENSG00000142156"
"ENSG00000138449"
"ENSG00000171617"
"ENSG00000249751"
"ENSG00000163220"
"ENSG00000243264"
"ENSG00000124171"
"ENSG00000175832"
"ENSG00000125266"
"ENSG00000138135"
"ENSG00000114113"
"ENSG00000145113"
"ENSG00000182492"
"ENSG00000135750"
"ENSG00000068001"
"ENSG00000105974"
"ENSG00000137699"
"ENSG00000137077"
"ENSG00000074181"
"ENSG00000146070"
"ENSG00000163435"
"ENSG00000162545"
"ENSG00000117394"
"ENSG00000085741"
"ENSG00000112936"
"ENSG00000125398"
"ENSG00000163734"
"ENSG00000171855"
"ENSG00000165556"
"ENSG00000158488"
"ENSG00000143153"
"ENSG00000167767"
"ENSG00000277224"
"ENSG00000171388"
"ENSG00000173267"
"ENSG00000181019"
"ENSG00000103534"
"ENSG00000123843"
"ENSG00000132514"
"ENSG00000082196"
"ENSG00000172889"
"ENSG00000064651"
"ENSG00000183779"
"ENSG00000131711"
"ENSG00000164530"
"ENSG00000163209"
"ENSG00000277632"
"ENSG00000197172"
"ENSG00000149564"
"ENSG00000182809"
"ENSG00000167580"
"ENSG00000168079"
"ENSG00000116133"
"ENSG00000099812"
"ENSG00000197888"
"ENSG00000081277"
"ENSG00000164825"
"ENSG00000151790"
"ENSG00000267107"
"ENSG00000105855"
"ENSG00000128564"
"ENSG00000188910"
"ENSG00000167644"
"ENSG00000175445"
"ENSG00000005108"
"ENSG00000049540"
"ENSG00000113070"
"ENSG00000143546"
"ENSG00000069122"
"ENSG00000261371"
"ENSG00000211632"
"ENSG00000240671"
"ENSG00000164736"
"ENSG00000039068"
"ENSG00000231475"
"ENSG00000188820"
"ENSG00000183615"
"ENSG00000167916"
"ENSG00000170312"
"ENSG00000120756"
"ENSG00000095970"
"ENSG00000140297"
"ENSG00000229314"
"ENSG00000170498"
"ENSG00000174236"
"ENSG00000133328"
"ENSG00000225969"
"ENSG00000010319"
"ENSG00000178828"
"ENSG00000164171"
"ENSG00000162998"
"ENSG00000183395"
"ENSG00000168955"
"ENSG00000078898"
"ENSG00000131981"
"ENSG00000211650"
"ENSG00000149534"
"ENSG00000046604"
"ENSG00000163762"
"ENSG00000179348"
"ENSG00000088992"
"ENSG00000134757"
"ENSG00000142484"
"ENSG00000166147"
"ENSG00000189292"
"ENSG00000162482"
"ENSG00000174175"
"ENSG00000173706"
"ENSG00000088325"
"ENSG00000124145"
"ENSG00000123496"
"ENSG00000136155"
"ENSG00000162444"
"ENSG00000117399"
"ENSG00000266402"
"ENSG00000159403"
"ENSG00000006327"
"ENSG00000121900"
"ENSG00000088002"
"ENSG00000125148"
"ENSG00000172016"
"ENSG00000184012"
"ENSG00000105246"
"ENSG00000019102"
"ENSG00000211952"
"ENSG00000198759"
"ENSG00000197061"
"ENSG00000172201"
"ENSG00000134443"
"ENSG00000143333"
"ENSG00000240498"
"ENSG00000122861"
"ENSG00000170458"
"ENSG00000169903"
"ENSG00000176532"
"ENSG00000115641"
"ENSG00000113722"
"ENSG00000124491"
"ENSG00000125845"
"ENSG00000171848"
"ENSG00000211647"
"ENSG00000104267"
"ENSG00000113721"
"ENSG00000211642"
"ENSG00000127129"
"ENSG00000173391"
"ENSG00000165457"
"ENSG00000116285"
"ENSG00000144810"
"ENSG00000131771"
"ENSG00000162078"
"ENSG00000172831"
"ENSG00000163638"
"ENSG00000173269"
"ENSG00000064787"
"ENSG00000175592"
"ENSG00000169583"
"ENSG00000183742"
"ENSG00000116299"
"ENSG00000181143"
"ENSG00000178172"
"ENSG00000233101"
"ENSG00000164161"
"ENSG00000154736"
"ENSG00000104341"
"ENSG00000189129"
"ENSG00000179403"
"ENSG00000167741"
"ENSG00000157456"
"ENSG00000189060"
"ENSG00000106537"
"ENSG00000134755"
"ENSG00000171056"
"ENSG00000243955"
"ENSG00000130529"
"ENSG00000106236"
"ENSG00000114315"
"ENSG00000106991"
"ENSG00000182326"
"ENSG00000130635"
"ENSG00000163520"
"ENSG00000168913"
"ENSG00000141338"
"ENSG00000110195"
"ENSG00000138152"
"ENSG00000235023"
"ENSG00000221867"
"ENSG00000152292"
"ENSG00000168497"
"ENSG00000167476"
"ENSG00000130508"
"ENSG00000101444"
"ENSG00000260317"
"ENSG00000166482"
"ENSG00000105894"
"ENSG00000137441"
"ENSG00000114854"
"ENSG00000282600"
"ENSG00000127329"
"ENSG00000196139"
"ENSG00000145681"
"ENSG00000078081"
"ENSG00000167183"
"ENSG00000051620"
"ENSG00000276462"
"ENSG00000182752"
"ENSG00000112379"
"ENSG00000116031"
"ENSG00000106258"
"ENSG00000106624"
"ENSG00000131730"
"ENSG00000211973"
"ENSG00000111404"
"ENSG00000105467"
"ENSG00000105976"
"ENSG00000096696"
"ENSG00000103175"
"ENSG00000131050"
"ENSG00000118849"
"ENSG00000172551"
"ENSG00000065618"
"ENSG00000275718"
"ENSG00000260314"
"ENSG00000142173"
"ENSG00000162692"
"ENSG00000114270"
"ENSG00000105357"
"ENSG00000275216"
"ENSG00000167757"
"ENSG00000105509"
"ENSG00000101384"
"ENSG00000081041"
"ENSG00000165507"
"ENSG00000165949"
"ENSG00000103888"
"ENSG00000198542"
"ENSG00000006625"
"ENSG00000144063"
"ENSG00000132386"
"ENSG00000267795"
"ENSG00000169242"
"ENSG00000100526"
"ENSG00000099260"
"ENSG00000001626"
"ENSG00000163430"
"ENSG00000214548"
"ENSG00000157992"
"ENSG00000102265"
"ENSG00000136634"
"ENSG00000122691"
"ENSG00000167641"
"ENSG00000118137"
"ENSG00000038427"
"ENSG00000118113"
"ENSG00000132698"
"ENSG00000138061"
"ENSG00000182871"
"ENSG00000211625"
"ENSG00000211639"
"ENSG00000097021"
"ENSG00000115008"
"ENSG00000168386"
"ENSG00000115963"
"ENSG00000089685"
"ENSG00000233493"
"ENSG00000134853"
"ENSG00000145879"
"ENSG00000196711"
"ENSG00000101076"
"ENSG00000000003"
"ENSG00000138411"
"ENSG00000211670"
"ENSG00000249790"
"ENSG00000196975"
"ENSG00000162493"
"ENSG00000105854"
"ENSG00000108551"
"ENSG00000173801"
"ENSG00000159166"
"ENSG00000158477"
"ENSG00000170801"
"ENSG00000175899"
"ENSG00000168243"
"ENSG00000159674"
"ENSG00000172602"
"ENSG00000203760"
"ENSG00000179163"
"ENSG00000282651"
"ENSG00000131097"
"ENSG00000136160"
"ENSG00000196408"
"ENSG00000113083"
"ENSG00000135218"
"ENSG00000127533"
"ENSG00000075618"
"ENSG00000052802"
"ENSG00000072571"
"ENSG00000165424"
"ENSG00000102010"
"ENSG00000127831"
"ENSG00000170419"
"ENSG00000111319"
"ENSG00000176887"
"ENSG00000143839"
"ENSG00000166803"
"ENSG00000144057"
"ENSG00000134339"
"ENSG00000141934"
"ENSG00000197245"
"ENSG00000109943"
"ENSG00000121769"
"ENSG00000129167"
"ENSG00000211951"
"ENSG00000168528"
"ENSG00000183722"
"ENSG00000075043"
"ENSG00000183696"
"ENSG00000144485"
"ENSG00000176485"
"ENSG00000136379"
"ENSG00000136997"
"ENSG00000147257"
"ENSG00000104435"
"ENSG00000197249"
"ENSG00000104722"
"ENSG00000164237"
"ENSG00000052344"
"ENSG00000158859"
"ENSG00000076864"
"ENSG00000054938"
"ENSG00000131941"
"ENSG00000225745"
"ENSG00000212901"
"ENSG00000158485"
"ENSG00000149089"
"ENSG00000066279"
"ENSG00000153721"
"ENSG00000167800"
"ENSG00000117984"
"ENSG00000124610"
"ENSG00000137033"
"ENSG00000090382"
"ENSG00000103375"
"ENSG00000140287"
"ENSG00000105989"
"ENSG00000039987"
"ENSG00000065361"
"ENSG00000214530"
"ENSG00000177575"
"ENSG00000006453"
"ENSG00000188293"
"ENSG00000188112"
"ENSG00000224259"
"ENSG00000166265"
"ENSG00000137634"
"ENSG00000182307"
"ENSG00000144476"
"ENSG00000163106"
"ENSG00000145287"
"ENSG00000069764"
"ENSG00000133800"
"ENSG00000151715"
"ENSG00000115590"
"ENSG00000169692"
"ENSG00000179639"
"ENSG00000183579"
"ENSG00000004799"
"ENSG00000232810"
"ENSG00000091879"
"ENSG00000176890"
"ENSG00000135245"
"ENSG00000134917"
"ENSG00000173404"
"ENSG00000104419"
"ENSG00000173110"
"ENSG00000203814"
"ENSG00000183036"
"ENSG00000038945"
"ENSG00000127074"
"ENSG00000103089"
"ENSG00000123689"
"ENSG00000203747"
"ENSG00000257764"
"ENSG00000186193"
"ENSG00000132329"
"ENSG00000100994"
"ENSG00000073756"
"ENSG00000213316"
"ENSG00000197747"
"ENSG00000167617"
"ENSG00000109511"
"ENSG00000140285"
"ENSG00000275302"
"ENSG00000000971"
"ENSG00000197461"
"ENSG00000046774"
"ENSG00000106066"
"ENSG00000152049"
"ENSG00000074410"
"ENSG00000130164"
"ENSG00000164741"
"ENSG00000102575"
"ENSG00000149418"
"ENSG00000106992"
"ENSG00000175416"
"ENSG00000223648"
"ENSG00000187258"
"ENSG00000134198"
"ENSG00000122254"
"ENSG00000187840"
"ENSG00000123342"
"ENSG00000164611"
"ENSG00000109472"
"ENSG00000189377"
"ENSG00000005001"
"ENSG00000110092"
"ENSG00000166228"
"ENSG00000142748"
"ENSG00000152661"
"ENSG00000179915"
"ENSG00000168309"
"ENSG00000129455"
"ENSG00000101276"
"ENSG00000107798"
"ENSG00000237070"
"ENSG00000075213"
"ENSG00000167775"
"ENSG00000124664"
"ENSG00000018408"
"ENSG00000269053"
"ENSG00000154553"
"ENSG00000182271"
"ENSG00000152952"
"ENSG00000145107"
"ENSG00000197992"
"ENSG00000163032"
"ENSG00000270547"
"ENSG00000134013"
"ENSG00000197822"
"ENSG00000124225"
"ENSG00000167642"
"ENSG00000166851"
"ENSG00000134545"
"ENSG00000224122"
"ENSG00000273983"
"ENSG00000115602"
"ENSG00000282639"
"ENSG00000162711"
"ENSG00000184828"
"ENSG00000179772"
"ENSG00000124391"
"ENSG00000177685"
"ENSG00000166033"
"ENSG00000163221"
"ENSG00000135373"
"ENSG00000138771"
"ENSG00000138100"
"ENSG00000184709"
"ENSG00000163083"
"ENSG00000135929"
"ENSG00000230923"
"ENSG00000102003"
"ENSG00000010278"
"ENSG00000178695"
"ENSG00000131746"
"ENSG00000160862"
"ENSG00000134827"
"ENSG00000197956"
"ENSG00000135625"
"ENSG00000136826"
"ENSG00000180875"
"ENSG00000230215"
"ENSG00000184347"
"ENSG00000186188"
"ENSG00000107159"
"ENSG00000117215"
"ENSG00000142959"
"ENSG00000070985"
"ENSG00000204936"
"ENSG00000238178"
"ENSG00000129991"
"ENSG00000143375"
"ENSG00000204385"
"ENSG00000163132"
"ENSG00000253958"
"ENSG00000137648"
"ENSG00000242580"
"ENSG00000159261"
"ENSG00000164949"
"ENSG00000272568"
"ENSG00000087586"
"ENSG00000143196"
"ENSG00000184357"
"ENSG00000188242"
"ENSG00000198074"
"ENSG00000075223"
"ENSG00000198930"
"ENSG00000100739"
"ENSG00000101197"
"ENSG00000123243"
"ENSG00000165092"
"ENSG00000100867"
"ENSG00000182600"
"ENSG00000108702"
"ENSG00000137285"
"ENSG00000010327"
"ENSG00000054793"
"ENSG00000071991"
"ENSG00000075461"
"ENSG00000125826"
"ENSG00000167772"
"ENSG00000118322"
"ENSG00000110079"
"ENSG00000172238"
"ENSG00000182240"
"ENSG00000136542"
"ENSG00000140416"
"ENSG00000136068"
"ENSG00000100600"
"ENSG00000151012"
"ENSG00000178381"
"ENSG00000244734"
"ENSG00000165646"
"ENSG00000166145"
"ENSG00000117594"
"ENSG00000136810"
"ENSG00000253293"
"ENSG00000127580"
"ENSG00000163975"
"ENSG00000255398"
"ENSG00000123685"
"ENSG00000198691"
"ENSG00000119630"
"ENSG00000106077"
"ENSG00000163737"
"ENSG00000126432"
"ENSG00000239961"
"ENSG00000141753"
"ENSG00000163362"
"ENSG00000261889"
"ENSG00000258377"
"ENSG00000154721"
"ENSG00000168334"
"ENSG00000129116"
"ENSG00000164651"
"ENSG00000187244"
"ENSG00000250786"
"ENSG00000132470"
"ENSG00000128311"
"ENSG00000180921"
"ENSG00000138615"
"ENSG00000104537"
"ENSG00000128309"
"ENSG00000137962"
"ENSG00000274736"
"ENSG00000182747"
"ENSG00000166863"
"ENSG00000088727"
"ENSG00000253929"
"ENSG00000125378"
"ENSG00000163898"
"ENSG00000189056"
"ENSG00000181634"
"ENSG00000253239"
"ENSG00000100558"
"ENSG00000277639"
"ENSG00000186407"
"ENSG00000148677"
"ENSG00000166143"
"ENSG00000121057"
"ENSG00000138080"
"ENSG00000129354"
"ENSG00000057149"
"ENSG00000253595"
"ENSG00000124466"
"ENSG00000007171"
"ENSG00000073350"
"ENSG00000206073"
"ENSG00000142949"
"ENSG00000164687"
"ENSG00000253701"
"ENSG00000147862"
"ENSG00000226471"
"ENSG00000237512"
"ENSG00000165376"
"ENSG00000170689"
"ENSG00000149043"
"ENSG00000157404"
"ENSG00000104321"
"ENSG00000198959"
"ENSG00000007062"
"ENSG00000162595"
"ENSG00000159713"
"ENSG00000139194"
"ENSG00000183971"
"ENSG00000162576"
"ENSG00000164733"
"ENSG00000114251"
"ENSG00000138778"
"ENSG00000129521"
"ENSG00000099985"
"ENSG00000170786"
"ENSG00000143416"
"ENSG00000164176"
"ENSG00000147526"
"ENSG00000034971"
"ENSG00000211829"
"ENSG00000105755"
"ENSG00000198270"
"ENSG00000137804"
"ENSG00000143167"
"ENSG00000241224"
"ENSG00000168646"
"ENSG00000204219"
"ENSG00000177469"
"ENSG00000213886"
"ENSG00000236081"
"ENSG00000110077"
"ENSG00000178726"
"ENSG00000011347"
"ENSG00000099866"
"ENSG00000184363"
"ENSG00000186474"
"ENSG00000269186"
"ENSG00000204538"
"ENSG00000156265"
"ENSG00000104067"
"ENSG00000109084"
"ENSG00000119862"
"ENSG00000182378"
"ENSG00000223609"
"ENSG00000100604"
"ENSG00000065057"
"ENSG00000101825"
"ENSG00000140873"
"ENSG00000106367"
"ENSG00000172403"
"ENSG00000163347"
"ENSG00000169439"
"ENSG00000133216"
"ENSG00000156675"
"ENSG00000226777"
"ENSG00000173156"
"ENSG00000111912"
"ENSG00000086696"
"ENSG00000197921"
"ENSG00000186827"
"ENSG00000135052"
"ENSG00000187033"
"ENSG00000173890"
"ENSG00000131055"
"ENSG00000155659"
"ENSG00000116014"
"ENSG00000107281"
"ENSG00000130701"
"ENSG00000086544"
"ENSG00000127588"
"ENSG00000144354"
"ENSG00000110203"
"ENSG00000161013"
"ENSG00000160678"
"ENSG00000204866"
"ENSG00000002726"
"ENSG00000134291"
"ENSG00000136695"
"ENSG00000144035"
"ENSG00000048544"
"ENSG00000170955"
"ENSG00000253276"
"ENSG00000164251"
"ENSG00000042832"
"ENSG00000198435"
"ENSG00000128510"
"ENSG00000153802"
"ENSG00000122133"
"ENSG00000108176"
"ENSG00000099958"
"ENSG00000113196"
"ENSG00000184451"
"ENSG00000132437"
"ENSG00000180667"
"ENSG00000102886"
"ENSG00000126803"
"ENSG00000170893"
"ENSG00000163815"
"ENSG00000203697"
"ENSG00000124116"
"ENSG00000165474"
"ENSG00000180447"
"ENSG00000158125"
"ENSG00000211611"
"ENSG00000240476"
"ENSG00000239672"
"ENSG00000198650"
"ENSG00000238133"
"ENSG00000147804"
"ENSG00000186998"
"ENSG00000179913"
"ENSG00000077152"
"ENSG00000147889"
"ENSG00000101057"
"ENSG00000253234"
"ENSG00000142910"
"ENSG00000130402"
"ENSG00000105048"
"ENSG00000183034"
"ENSG00000137860"
"ENSG00000118939"
"ENSG00000106070"
"ENSG00000277972"
"ENSG00000169604"
"ENSG00000154133"
"ENSG00000162433"
"ENSG00000112299"
"ENSG00000170608"
"ENSG00000184489"
"ENSG00000213977"
"ENSG00000125534"
"ENSG00000116183"
"ENSG00000187678"
"ENSG00000163817"
"ENSG00000128342"
"ENSG00000062038"
"ENSG00000161544"
"ENSG00000128040"
"ENSG00000171992"
"ENSG00000125798"
"ENSG00000121361"
"ENSG00000198417"
"ENSG00000262814"
"ENSG00000167900"
"ENSG00000132911"
