"gene_id","cell_type","loo_direction_consistency","min_loo_logcpm_difference","max_loo_logcpm_difference"
"ENSG00000085832","B_cells",0.666666666666667,-0.339273341710419,0.114761241396307
"ENSG00000117859","B_cells",0.833333333333333,-0.200452613251414,0.00855029632550508
"ENSG00000078618","B_cells",1,-0.342123981801095,-0.0416829784490362
"ENSG00000117862","B_cells",0.666666666666667,-0.134598996635843,0.152886677278378
"ENSG00000198841","B_cells",0.5,-0.638810016805744,0.281604149182986
"ENSG00000134717","B_cells",0.333333333333333,-0.403493460054401,0.225012999582905
"ENSG00000154222","B_cells",1,0.115881006893016,0.77625551784515
"ENSG00000134748","B_cells",0.666666666666667,-0.199536324850198,0.236216343281353
"ENSG00000134744","B_cells",0.833333333333333,-0.252450762058167,0.00568876298252974
"ENSG00000116157","B_cells",1,-1.32631444166934,-0.640699358692837
"ENSG00000182183","B_cells",0.666666666666667,-0.213254406897697,0.0452324047344037
"ENSG00000162377","B_cells",0.333333333333333,-0.505789397533649,0.450084668174531
"ENSG00000162378","B_cells",0.833333333333333,-0.0537319972928083,0.77175221278482
"ENSG00000121310","B_cells",1,-0.984202959982091,-0.496225070608021
"ENSG00000116171","B_cells",1,-0.63914645595703,-0.324278264753058
"ENSG00000157184","B_cells",0.833333333333333,-0.0187448806780348,0.91289829919654
"ENSG00000162384","B_cells",1,-0.452024735996654,-0.119221092822088
"ENSG00000162385","B_cells",0.666666666666667,-0.424008464237226,0.233054634798783
"ENSG00000157193","B_cells",0.333333333333333,-0.499781668890315,0.877735615523216
"ENSG00000058804","B_cells",1,-0.853817647080029,-0.263826814367231
"ENSG00000058799","B_cells",1,-0.907376258090383,-0.0376063501487018
"ENSG00000081870","B_cells",1,-0.765319741957771,-0.112190187285742
"ENSG00000116212","B_cells",1,-1.29265998733103,-0.0197581890278413
"ENSG00000116209","B_cells",0.333333333333333,-0.336361129718579,0.294555222646853
"ENSG00000116205","B_cells",1,0.252342082729549,0.843860674792149
